Label,VoxelCount,Volume,SurfaceArea,MeanBreadth,Sphericity,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z
5615,2026,2026,1154.055,25.042,0.302,1860,1886,822,851,34,47,1872.326,839.652,40.269
5616,472,472,381.329,12.643,0.454,761,770,842,857,38,54,765.252,849.661,45.280
5617,279,279,258.028,10.586,0.512,173,184,843,855,37,45,179.047,848.355,40.050
5618,2968,2968,1497.899,29.496,0.296,2010,2045,836,865,38,48,2031.496,849.869,42.324
5619,4424,4424,1835.238,27.351,0.358,1756,1789,841,875,36,47,1771.415,856.435,42.020
5620,5677,5677,2699.334,40.715,0.185,829,869,841,887,34,54,853.911,859.892,41.103
5621,91265,91265,21056.502,132.605,0.101,1118,1242,796,953,32,61,1190.183,869.450,51.815
5622,8312,8312,3868.255,57.575,0.135,1359,1414,821,891,30,49,1387.595,856.216,40.508
5623,17270,17270,6552.386,62.550,0.120,1932,2000,837,900,35,54,1969.921,865.474,42.674
5624,2697,2697,1465.649,28.674,0.261,2008,2044,853,880,39,48,2028.153,866.707,42.456
5625,425,425,338.029,11.573,0.529,1823,1838,867,880,40,47,1830.567,873.148,42.153
5626,570,570,411.326,13.095,0.528,2031,2045,871,887,37,46,2038.474,879.435,40.788
5627,936,936,712.957,18.168,0.273,2029,2045,885,910,37,47,2038.650,897.327,41.516
5628,1549,1549,1148.741,28.186,0.179,2002,2039,874,903,36,43,2023.975,889.194,39.200
5629,2818,2818,1449.744,28.799,0.295,1020,1044,870,911,34,48,1028.603,893.839,41.883
5630,3974,3974,2066.802,35.405,0.202,1972,2003,883,933,38,47,1988.150,908.234,42.399
5631,5846,5846,2515.878,40.485,0.243,1386,1422,876,927,34,49,1401.775,896.579,41.781
5632,2158,2158,1603.333,36.755,0.128,1996,2021,885,932,36,47,2007.098,902.090,41.097
5633,7944,7944,3030.789,44.831,0.256,866,919,890,933,29,49,884.121,909.688,41.525
5634,68,68,113.379,9.267,0.359,253,260,911,920,37,44,255.809,913.559,40.147
5635,460,460,450.244,16.207,0.262,2000,2020,909,925,38,44,2007.272,917.122,40.880
5636,7614,7614,3720.978,58.803,0.127,2032,2048,861,952,37,58,2043.011,908.057,47.120
5637,2294,2294,1401.775,31.554,0.216,2023,2040,901,947,36,47,2032.017,923.079,41.913
5638,1570,1570,969.015,21.000,0.306,1971,1993,921,950,40,47,1982.122,936.240,41.854
5639,982,982,697.477,19.279,0.321,1022,1036,914,945,40,46,1028.487,928.646,41.810
5640,1421,1421,1136.728,26.401,0.155,1989,2019,922,952,37,45,2001.951,935.166,41.068
5641,513,513,437.584,14.784,0.355,610,625,931,949,34,44,616.031,939.452,39.025
5642,183,183,195.167,9.041,0.509,617,629,937,947,37,43,621.962,941.770,39.727
5643,4258,4258,2102.892,34.434,0.221,743,782,928,958,28,48,762.713,944.908,39.849
5644,411,411,344.479,11.975,0.467,375,388,947,961,37,46,379.878,952.925,41.226
5645,1613,1613,925.231,20.911,0.372,721,747,950,972,33,47,734.518,958.485,40.340
5646,1196,1196,703.826,17.920,0.464,2022,2038,944,966,38,47,2029.224,954.593,42.064
5647,2606,2606,1528.795,33.092,0.215,707,738,948,978,32,49,723.373,962.125,41.013
5648,3897,3897,1795.729,29.903,0.297,2004,2032,935,977,33,47,2018.076,955.958,39.673
5649,5774,5774,2718.231,39.871,0.188,1953,1989,945,983,36,53,1973.432,964.761,42.346
5650,5878,5878,2459.032,36.685,0.263,1051,1092,957,992,31,50,1070.856,972.303,41.013
5651,391,391,389.879,14.056,0.292,150,171,972,985,40,45,162.238,976.875,40.931
5652,2485,2485,1326.971,24.731,0.299,2002,2027,964,998,39,48,2013.133,980.221,42.503
5653,4504,4504,2515.851,39.383,0.144,1809,1838,950,1003,34,50,1823.227,980.060,40.701
5654,2631,2631,1413.289,29.725,0.277,1671,1703,974,1011,33,49,1685.895,990.043,41.057
5655,35971,35971,10154.494,91.806,0.140,1887,1977,943,1026,34,61,1929.718,988.452,50.830
5656,310,310,315.370,11.628,0.347,1159,1170,1000,1014,35,43,1163.845,1006.506,38.610
5657,519,519,426.098,13.491,0.394,340,356,1003,1020,36,45,347.638,1011.522,39.952
5658,4958,4958,2529.495,39.130,0.172,2012,2045,986,1039,35,48,2027.283,1013.494,41.820
5659,456,456,359.416,12.150,0.507,1923,1935,1010,1025,40,48,1928.292,1018.088,42.276
5660,1014,1014,637.129,16.937,0.450,1999,2019,1011,1026,38,47,2009.116,1018.901,42.718
5661,255,255,230.093,9.295,0.604,467,478,1014,1024,37,45,471.506,1018.961,40.294
5662,5,5,12.765,2.151,1.359,1279,1282,1023,1025,40,42,1279.800,1023.800,40.400
5663,6543,6543,3260.725,53.872,0.140,940,1001,1021,1055,33,55,965.460,1033.128,43.818
5664,1353,1353,879.122,21.817,0.305,191,213,1017,1044,38,47,201.091,1031.736,40.582
5665,9724,9724,3484.750,43.987,0.253,1997,2042,1030,1078,32,49,2021.699,1055.713,41.487
5666,404,404,468.575,17.934,0.179,1723,1753,1050,1060,40,44,1738.639,1054.822,40.916
5667,235,235,246.720,10.616,0.416,408,422,1052,1059,36,45,414.536,1054.387,40.370
5668,571,571,645.831,28.911,0.137,511,519,1047,1101,37,45,513.061,1067.897,40.275
5669,1194,1194,691.008,16.890,0.489,790,808,1062,1083,34,45,799.713,1070.552,38.792
5670,3148,3148,1510.106,27.210,0.325,1906,1933,1055,1088,34,48,1918.116,1071.778,40.461
5671,5946,5946,2387.884,37.648,0.294,1365,1415,1065,1105,31,51,1385.125,1081.706,43.229
5672,5792,5792,2350.865,35.756,0.292,1950,1993,1069,1113,33,49,1970.820,1086.269,41.162
5673,660,660,502.685,14.762,0.388,166,181,1098,1116,37,48,173.533,1107.511,41.165
5674,434,434,362.750,12.871,0.446,406,420,1099,1114,37,46,412.382,1107.449,40.601
5675,35556,35556,11413.625,96.018,0.096,240,336,1083,1191,37,61,274.532,1132.921,54.100
5676,755,755,546.408,16.155,0.395,1795,1808,1107,1131,38,45,1799.706,1117.928,40.522
5677,278,278,311.766,12.387,0.288,1790,1798,1116,1132,37,45,1792.914,1123.817,40.978
5678,488,488,455.940,16.490,0.284,1878,1895,1113,1138,40,45,1886.299,1126.066,41.090
5679,30773,30773,7476.040,60.179,0.256,0,33,1082,1179,34,61,9.426,1133.292,52.078
5680,116,116,157.781,9.100,0.387,1789,1794,1134,1147,39,46,1791.431,1139.810,41.784
5681,1730,1730,924.545,20.790,0.428,1792,1809,1122,1149,37,47,1800.247,1136.134,41.547
5682,159,159,166.773,7.918,0.616,1782,1791,1139,1148,39,45,1786.566,1143.182,41.648
5683,474,474,408.952,14.787,0.372,3,15,1163,1183,37,46,7.473,1172.167,40.112
5684,3423,3423,1657.276,30.678,0.291,765,789,1161,1202,31,48,773.701,1187.806,41.261
5685,7558,7558,3021.595,39.380,0.234,935,984,1177,1214,32,53,963.643,1195.927,42.382
5686,270,270,312.278,14.432,0.271,63,82,1188,1202,39,44,70.748,1193.778,40.659
5687,554,554,553.539,18.835,0.205,49,68,1201,1229,40,45,55.727,1212.276,40.971
5688,645,645,420.064,12.795,0.635,319,334,1210,1224,35,45,327.068,1215.671,39.130
5689,1589,1589,855.024,19.355,0.457,474,494,1201,1223,34,45,484.918,1213.287,38.614
5690,3260,3260,1428.052,24.578,0.413,1639,1667,1229,1257,34,50,1651.205,1240.160,41.976
5691,1684,1684,953.670,20.559,0.370,983,999,1243,1269,33,49,989.883,1255.190,40.620
5692,1614,1614,931.732,21.462,0.364,992,1017,1243,1263,37,49,1002.726,1252.279,42.939
5693,1296,1296,871.834,21.431,0.287,1795,1813,1246,1271,35,48,1804.271,1256.402,40.998
5694,50560,50560,11979.262,81.573,0.168,150,252,1212,1283,34,61,194.252,1256.082,51.837
5695,747,747,520.724,15.080,0.447,527,541,1252,1273,35,45,532.462,1259.574,39.435
5696,4089,4089,1624.674,26.140,0.441,1277,1308,1253,1280,31,48,1291.236,1269.338,40.749
5697,2926,2926,1372.761,26.127,0.374,1788,1807,1253,1280,32,48,1795.820,1268.087,39.965
5698,2937,2937,1745.413,35.757,0.183,1741,1781,1244,1279,36,48,1756.912,1266.998,40.384
5699,1463,1463,926.503,21.909,0.304,1773,1791,1258,1281,34,48,1783.053,1271.256,39.897
5700,30610,30610,8169.831,74.228,0.194,326,416,1247,1313,30,61,359.654,1282.894,49.706
5701,8,8,18.157,2.481,1.209,1278,1281,1279,1281,40,43,1279.125,1279.625,40.625
5702,794,794,663.433,20.198,0.244,171,200,1277,1293,39,46,188.292,1282.909,41.081
5703,1165,1165,1007.239,27.525,0.150,114,156,1278,1305,40,45,133.592,1288.999,41.129
5704,1823,1823,1185.496,29.534,0.226,1821,1859,1278,1302,37,47,1843.372,1286.679,41.352
5705,6505,6505,2606.516,36.637,0.270,1789,1828,1275,1310,33,48,1806.321,1290.616,41.446
5706,2310,2310,1287.903,28.108,0.283,946,973,1286,1323,32,46,958.913,1300.089,38.884
5707,110,110,164.814,10.212,0.306,1791,1796,1297,1314,39,43,1792.364,1306.091,40.600
5708,5379,5379,2141.535,33.244,0.333,1817,1849,1284,1329,32,49,1835.813,1304.513,40.709
5709,690,690,546.527,16.082,0.330,515,535,1294,1311,36,46,523.014,1304.232,40.158
5710,3478,3478,1552.266,28.257,0.366,1353,1381,1303,1335,33,51,1368.704,1317.836,41.475
5711,6661,6661,2401.411,33.865,0.362,768,799,1304,1348,34,51,779.555,1321.293,44.027
5712,387,387,363.157,12.458,0.354,460,474,1320,1330,36,47,466.760,1323.088,40.912
5713,1297,1297,882.811,20.446,0.277,1696,1716,1332,1357,36,47,1704.558,1345.759,40.253
5714,810,810,688.893,19.425,0.227,113,138,1350,1378,40,45,125.215,1364.153,41.210
5715,111,111,134.672,7.329,0.571,359,367,1362,1371,39,44,361.883,1366.829,40.874
5716,35349,35349,9028.116,80.485,0.192,1724,1809,1352,1409,22,60,1768.355,1381.813,41.774
5717,1472,1472,795.205,17.660,0.487,2013,2033,1369,1388,33,46,2024.017,1377.941,38.758
5718,3407,3407,1564.632,27.827,0.343,719,754,1367,1392,33,47,739.161,1379.999,40.829
5719,2133,2133,1459.860,29.021,0.165,129,166,1371,1411,40,47,146.026,1390.454,41.608
5720,512,512,427.253,14.628,0.380,683,696,1376,1396,35,44,688.449,1385.535,38.777
5721,606,606,463.621,13.812,0.417,863,876,1390,1407,34,44,867.881,1398.031,38.957
5722,205,205,225.997,9.905,0.412,333,344,1394,1408,40,44,337.902,1400.346,40.834
5723,2875,2875,1342.134,24.400,0.387,1790,1811,1386,1421,37,47,1802.142,1402.534,42.041
5724,463,463,370.761,12.435,0.476,927,942,1394,1406,33,42,934.944,1399.227,37.603
5725,220,220,265.732,12.149,0.292,265,281,1400,1414,40,44,272.095,1406.000,40.655
5726,542,542,565.936,20.859,0.183,288,325,1403,1416,40,45,311.524,1407.631,40.899
5727,722,722,719.224,23.168,0.158,326,341,1408,1448,40,45,335.089,1423.633,40.893
5728,421,421,439.637,16.370,0.236,163,187,1415,1431,39,45,172.335,1422.969,40.846
5729,10510,10510,3668.619,47.214,0.253,1057,1107,1404,1460,31,51,1076.812,1434.226,41.868
5730,202,202,199.621,8.528,0.580,0,8,1460,1472,40,45,2.688,1464.950,41.337
5731,3498,3498,1664.247,31.910,0.300,942,973,1445,1482,34,50,955.416,1470.888,41.574
5732,889,889,756.395,20.861,0.207,12,28,1456,1491,40,47,20.804,1473.045,41.210
5733,2992,2992,1238.309,22.577,0.533,647,677,1470,1495,34,48,661.857,1482.905,41.572
5734,1259,1259,847.850,20.213,0.294,422,448,1473,1492,36,48,435.722,1483.434,41.485
5735,652,652,521.239,15.764,0.339,1936,1956,1482,1492,34,47,1946.727,1485.710,39.250
5736,544,544,429.042,13.786,0.424,107,119,1491,1511,38,47,114.086,1501.471,40.364
5737,3568,3568,1646.274,28.105,0.323,327,355,1479,1518,32,48,341.136,1501.895,40.356
5738,1591,1591,835.810,19.500,0.490,389,412,1495,1517,36,49,401.802,1506.251,39.974
5739,31323,31323,8235.233,73.439,0.199,882,944,1477,1569,28,61,907.536,1519.025,46.816
5740,584,584,578.275,20.636,0.199,82,111,1506,1529,39,46,97.887,1518.190,41.043
5741,653,653,516.196,15.319,0.351,313,333,1504,1524,37,46,322.421,1514.521,39.648
5742,410,410,393.721,15.382,0.311,27,39,1508,1533,40,46,31.734,1522.322,41.207
5743,112,112,128.687,6.908,0.666,28,34,1535,1545,40,44,30.473,1539.161,41.170
5744,30,30,58.346,5.056,0.512,2046,2048,1534,1539,38,45,2046.600,1536.133,40.667
5745,311,311,302.299,12.118,0.396,1842,1853,1534,1551,38,45,1847.887,1540.704,40.621
5746,2956,2956,1380.036,26.498,0.376,1086,1112,1533,1565,31,49,1095.642,1544.934,40.166
5747,271,271,245.912,10.367,0.559,1336,1347,1539,1550,37,45,1340.089,1545.362,40.402
5748,2262,2262,1148.256,22.957,0.382,884,908,1543,1573,34,47,894.384,1556.108,40.410
5749,2798,2798,1388.043,24.459,0.331,1585,1610,1543,1568,32,49,1595.775,1557.127,39.991
5750,496,496,401.897,13.243,0.429,1245,1262,1548,1560,37,48,1253.183,1555.127,41.296
5751,785,785,651.375,16.308,0.252,1602,1622,1559,1579,35,46,1610.808,1568.389,40.144
5752,1639,1639,932.598,23.088,0.375,1530,1550,1562,1589,39,51,1538.736,1571.329,44.220
5753,5273,5273,2064.861,31.871,0.357,589,626,1563,1594,32,50,604.798,1578.500,41.257
5754,550,550,486.838,17.009,0.297,29,42,1560,1586,38,46,35.255,1573.680,40.675
5755,815,815,541.916,14.473,0.472,1187,1202,1566,1583,35,46,1192.804,1574.126,39.663
5756,2020,2020,1244.473,26.340,0.239,1956,1979,1554,1594,34,47,1966.221,1573.569,39.987
5757,135488,135488,20036.965,94.313,0.258,1959,2048,1539,1659,30,61,2011.172,1600.629,50.550
5758,459,459,404.707,13.829,0.359,580,592,1575,1592,36,44,586.344,1583.553,39.453
5759,458,458,442.727,14.660,0.273,1288,1303,1572,1588,37,47,1295.166,1578.264,41.183
5760,1028,1028,586.777,15.051,0.592,415,431,1580,1596,34,46,422.112,1587.421,38.518
5761,281,281,266.002,11.064,0.474,1958,1968,1593,1608,36,44,1963.345,1601.327,39.776
5762,1289,1289,887.905,20.870,0.268,1868,1888,1585,1616,39,47,1876.377,1602.192,41.846
5763,354,354,303.865,11.042,0.505,1163,1175,1604,1616,37,43,1169.605,1609.212,39.280
5764,1711,1711,1531.357,41.331,0.092,87,145,1606,1637,40,47,120.662,1618.482,41.185
5765,503,503,460.439,14.644,0.293,142,159,1610,1627,40,46,150.344,1618.573,41.233
5766,690,690,699.115,26.142,0.158,153,170,1608,1651,40,45,160.451,1627.628,40.952
5767,991,991,681.144,18.562,0.351,1609,1633,1644,1665,39,47,1618.895,1653.134,41.892
5768,1276,1276,934.532,26.320,0.226,152,189,1667,1696,36,49,173.353,1677.373,41.350
5769,50951,50951,11266.832,82.640,0.205,449,548,1659,1750,32,61,492.244,1707.409,50.321
5770,309,309,292.965,13.144,0.429,1529,1543,1682,1698,37,46,1535.634,1687.472,40.550
5771,374,374,344.836,13.747,0.386,1540,1558,1688,1698,38,47,1547.251,1690.963,41.008
5772,782,782,547.538,15.115,0.421,1540,1555,1691,1709,37,48,1546.152,1698.444,41.873
5773,567,567,443.585,14.867,0.417,1802,1825,1693,1707,40,47,1814.862,1699.757,41.732
5774,1771,1771,1019.342,23.938,0.335,124,154,1694,1719,36,48,140.269,1705.693,40.963
5775,173,173,179.829,8.041,0.582,713,723,1702,1711,39,45,718.110,1705.751,40.694
5776,693,693,498.236,14.891,0.439,1528,1540,1717,1736,37,49,1533.242,1726.587,41.887
5777,2929,2929,1647.375,30.689,0.217,1732,1763,1717,1755,34,48,1745.846,1735.854,40.321
5778,391,391,308.443,10.913,0.589,1873,1884,1720,1735,37,45,1877.742,1727.266,40.468
5779,214,214,248.965,11.226,0.336,1727,1736,1735,1753,40,44,1731.075,1743.374,40.780
5780,661,661,538.141,16.228,0.317,1859,1878,1743,1761,36,44,1868.384,1751.186,39.579
5781,5645,5645,2442.534,41.278,0.247,1617,1670,1729,1765,31,52,1635.975,1749.668,40.396
5782,967,967,896.821,25.117,0.147,1513,1533,1751,1788,39,48,1525.057,1766.546,40.964
5783,1110,1110,680.920,17.328,0.441,1279,1298,1756,1776,38,49,1288.648,1767.441,41.402
5784,1039,1039,748.420,20.694,0.291,128,157,1756,1778,40,49,142.957,1768.557,41.879
5785,602,602,473.311,15.073,0.387,1457,1473,1763,1784,39,47,1465.156,1771.880,42.040
5786,611,611,442.235,13.221,0.488,308,321,1768,1783,36,44,312.684,1774.854,39.427
5787,1752,1752,955.182,21.339,0.398,1886,1905,1769,1795,35,47,1895.670,1781.728,40.910
5788,69,69,90.893,5.848,0.717,1455,1462,1782,1788,39,44,1458.029,1785.435,40.957
5789,143810,143810,20055.746,93.008,0.290,1452,1538,1750,1876,32,61,1496.509,1806.506,49.567
5790,11,11,24.735,2.956,0.904,1535,1538,1791,1794,40,43,1536.000,1792.091,41.000
5791,495,495,435.043,16.034,0.337,1548,1573,1792,1800,36,45,1558.325,1794.517,39.818
5792,1637,1637,882.670,20.449,0.441,89,114,1787,1810,35,47,100.667,1796.261,39.464
5793,344,344,314.888,11.251,0.429,391,402,1815,1829,38,46,395.453,1819.756,40.840
5794,3177,3177,1470.124,24.680,0.359,1966,1995,1807,1835,35,48,1980.131,1821.439,40.050
5795,1304,1304,1080.576,26.774,0.152,1842,1871,1826,1862,39,46,1855.526,1843.947,41.058
5796,1489,1489,1045.662,25.083,0.219,1394,1419,1818,1851,39,47,1404.923,1829.904,41.666
5797,304,304,309.388,12.776,0.353,1527,1537,1823,1844,39,44,1531.928,1833.336,40.609
5798,107306,107306,20447.708,106.774,0.152,1929,2042,1830,1967,37,61,1990.010,1888.388,47.095
5799,357,357,403.398,12.904,0.220,1393,1409,1854,1870,40,44,1401.353,1861.854,40.675
5800,300,300,285.068,10.933,0.439,1465,1476,1857,1873,40,45,1469.600,1864.500,41.200
5801,460,460,528.090,20.348,0.162,1752,1783,1858,1876,37,43,1767.350,1863.539,40.187
5802,154,154,190.995,9.668,0.385,1463,1470,1871,1885,38,43,1465.955,1878.214,40.422
5803,356,356,372.204,14.582,0.278,1791,1804,1870,1891,40,44,1796.329,1878.789,40.846
5804,1341,1341,844.921,20.602,0.337,1095,1116,1883,1908,37,47,1106.120,1891.882,40.646
5805,599,599,464.756,15.174,0.404,1947,1963,1896,1912,39,44,1954.000,1902.516,40.636
5806,109318,109318,15428.135,81.347,0.368,1288,1371,1883,1983,29,61,1326.535,1932.401,48.519
5807,1452,1452,906.590,20.771,0.320,1928,1949,1898,1923,39,48,1938.123,1909.026,41.954
5808,1310,1310,755.186,17.655,0.451,1956,1975,1898,1920,38,48,1965.252,1909.331,41.721
5809,790,790,555.694,16.068,0.411,473,489,1900,1918,37,48,482.125,1910.219,41.789
5810,168,168,186.064,8.937,0.496,259,266,1907,1920,39,45,262.399,1912.131,41.060
5811,445,445,374.400,12.823,0.427,196,211,1909,1922,37,47,201.908,1915.328,40.782
5812,305,305,321.006,12.217,0.318,253,266,1911,1921,37,47,259.915,1916.967,41.364
5813,1415,1415,918.765,21.340,0.292,1843,1868,1905,1930,40,47,1857.659,1916.463,41.985
5814,3759,3759,2495.021,45.639,0.103,1859,1886,1857,1925,39,47,1873.379,1896.052,41.644
5815,1922,1922,1255.514,25.351,0.211,1821,1858,1908,1932,40,47,1839.639,1921.717,41.686
5816,1797,1797,1022.815,20.788,0.341,1940,1964,1911,1934,39,46,1951.192,1923.260,41.314
5817,558,558,443.430,14.036,0.404,956,974,1918,1932,39,47,965.780,1926.068,41.656
5818,4395,4395,2773.236,45.236,0.102,1795,1829,1882,1950,39,48,1810.327,1925.203,41.638
5819,1324,1324,976.854,24.251,0.213,1918,1933,1907,1947,39,47,1925.866,1930.110,41.539
5820,1319,1319,891.161,21.700,0.278,1930,1948,1918,1948,39,47,1938.480,1934.906,41.623
5821,2580,2580,1992.452,32.572,0.095,1822,1857,1928,1969,40,45,1837.871,1943.092,41.227
5822,320,320,343.703,13.490,0.285,1608,1623,1935,1955,40,45,1613.584,1945.350,40.991
5823,2046,2046,1423.071,29.571,0.164,1939,1979,1925,1953,39,47,1957.999,1940.072,41.595
5824,1278,1278,838.893,19.606,0.313,541,561,1943,1966,35,49,550.311,1952.820,40.571
5825,733,733,482.585,14.431,0.541,73,86,1939,1955,35,46,79.157,1947.896,39.235
5826,2164,2164,2059.154,36.310,0.061,1797,1826,1947,1995,39,44,1808.510,1966.168,40.665
5827,2108,2108,1032.983,21.618,0.456,1097,1120,1946,1973,35,48,1107.232,1961.571,39.623
5828,1179,1179,834.213,21.077,0.271,1284,1309,1951,1979,40,47,1293.743,1965.713,41.628
5829,595,595,638.805,20.473,0.154,1249,1281,1966,1984,39,44,1265.271,1974.739,40.760
5830,274,274,267.838,10.708,0.442,1155,1168,1976,1989,38,44,1161.270,1981.142,40.372
5831,1888,1888,1562.038,37.451,0.106,1688,1743,1969,2005,40,45,1718.203,1986.382,41.128
5832,749,749,812.246,28.857,0.118,1659,1693,1979,2015,39,44,1679.162,1991.526,40.757
5833,312,312,336.810,12.779,0.288,1233,1253,1980,1992,40,45,1242.510,1985.554,40.881
5834,1821,1821,1114.876,25.036,0.271,1317,1353,1977,1995,35,49,1335.419,1985.186,41.252
5835,2386,2386,1666.155,31.989,0.139,1738,1772,1970,2012,40,47,1752.699,1987.816,41.516
5836,368,368,440.914,17.734,0.179,1210,1238,1983,1997,40,45,1225.535,1990.005,40.753
5837,979,979,971.774,23.758,0.118,1795,1818,1984,2018,39,43,1801.440,2001.703,40.298
5838,1182,1182,850.277,20.823,0.257,1210,1236,1994,2019,40,46,1220.118,2004.823,41.625
5839,330,330,285.203,10.616,0.531,1408,1420,2005,2017,36,43,1414.273,2010.855,40.415
5840,721,721,594.727,16.502,0.279,1196,1214,2020,2043,40,45,1204.874,2029.957,41.222
5841,941,941,603.833,15.936,0.455,418,435,2021,2038,35,46,424.440,2029.523,39.514
5844,42,42,69.878,6.580,0.585,2044,2048,4,14,38,42,2046.286,6.119,39.881
5845,129,129,254.791,16.628,0.114,1970,1994,105,114,41,44,1979.233,108.938,41.357
5846,204770,204770,35387.133,138.592,0.107,0,166,16,168,37,61,83.768,99.078,52.957
5847,288372,288372,40170.544,140.551,0.145,1327,1514,65,205,36,61,1417.552,134.451,51.885
5848,199717,199717,27927.858,115.329,0.207,1597,1716,122,260,36,61,1653.138,196.473,51.146
5849,41,41,84.527,8.651,0.315,1634,1647,257,265,40,42,1638.683,260.268,40.585
5850,67,67,95.648,6.178,0.580,252,257,681,688,39,46,254.224,683.761,42.164
5851,13874,13874,4647.945,51.873,0.217,1981,2026,706,766,36,54,2003.393,733.749,43.793
5852,127,127,198.103,11.829,0.235,1136,1157,764,769,38,43,1147.276,766.622,40.457
5853,424,424,327.667,11.594,0.578,190,204,796,807,36,42,195.092,800.630,38.104
5854,172200,172200,25549.428,108.144,0.201,1287,1434,765,870,36,61,1359.442,807.990,50.028
5855,210,210,232.372,10.021,0.398,1999,2012,800,811,37,42,2004.795,804.190,39.824
5856,443,443,467.749,16.520,0.217,2042,2048,826,850,38,47,2045.729,836.413,41.729
5857,146,146,184.632,10.420,0.383,2013,2028,874,884,39,43,2019.692,878.562,40.151
5858,186,186,188.148,8.834,0.587,1017,1024,961,973,39,46,1020.731,966.129,41.565
5859,904,904,547.079,15.321,0.564,1810,1827,963,978,36,50,1817.239,968.965,43.361
5860,273,273,326.951,15.124,0.241,1426,1454,1020,1024,41,47,1440.117,1022.121,43.304
5861,278,278,246.711,10.428,0.582,505,513,1026,1038,38,49,508.953,1032.835,43.205
5862,170526,170526,26430.803,104.796,0.178,1030,1147,1053,1193,36,61,1089.782,1116.258,52.360
5863,184340,184340,25139.416,108.000,0.242,1677,1795,1056,1184,37,61,1739.399,1111.662,50.685
5864,83112,83112,25666.680,194.397,0.046,4,211,1061,1214,38,61,114.339,1149.162,53.873
5865,2056,2056,1196.110,27.837,0.279,2035,2048,1116,1157,36,57,2043.566,1143.636,46.624
5866,23,23,53.927,6.489,0.381,2042,2045,1154,1164,39,42,2043.435,1158.174,40.435
5867,275,275,346.127,15.889,0.206,1801,1824,1267,1278,39,47,1809.873,1273.615,41.455
5868,385,385,410.265,14.622,0.243,1273,1281,1266,1281,35,51,1276.634,1274.044,43.449
5869,850,850,569.407,15.371,0.443,398,418,1271,1280,37,51,408.135,1276.407,43.252
5870,894,894,685.145,20.660,0.281,1746,1778,1274,1281,37,49,1758.815,1277.280,42.899
5871,2620,2620,1813.133,39.273,0.130,758,775,1297,1355,37,52,765.916,1324.223,45.463
5872,429,429,335.291,11.198,0.552,1778,1792,1530,1537,37,49,1784.457,1533.091,41.914
5873,30926,30926,9293.011,86.386,0.135,131,215,1541,1626,31,61,160.092,1580.188,50.718
5874,68621,68621,11613.459,71.267,0.340,0,53,1552,1656,39,61,19.630,1606.999,51.419
5875,148095,148095,20969.087,94.768,0.269,60,189,1611,1708,39,61,124.227,1662.082,50.543
5876,37657,37657,9188.950,73.607,0.207,1687,1767,1734,1803,36,61,1725.315,1769.635,50.671
5877,52026,52026,10714.000,80.360,0.249,1966,2039,1729,1830,33,61,1997.493,1782.571,46.903
5878,128597,128597,18613.715,86.606,0.290,1323,1414,1799,1912,38,61,1367.892,1851.571,51.218
5879,52,52,80.388,5.746,0.589,2044,2048,1863,1871,39,43,2045.615,1866.365,40.423
5880,109198,109198,20271.521,93.269,0.162,1562,1667,1908,2031,36,61,1616.254,1973.636,52.896
5881,6641,6641,2228.326,31.467,0.451,1511,1540,1979,2012,35,55,1525.571,1995.782,43.587
5884,140123,140123,21069.476,100.391,0.237,843,958,173,306,39,61,900.571,244.463,51.029
5885,1480,1480,914.276,21.763,0.324,980,999,355,387,39,50,988.976,370.309,43.611
5886,384,384,320.450,11.283,0.507,959,976,483,495,40,47,966.938,488.094,42.490
5887,2953,2953,1585.152,30.063,0.248,942,979,478,508,34,52,961.024,493.421,43.239
5888,120,120,156.805,8.783,0.422,1023,1028,526,539,42,47,1024.567,531.200,44.267
5889,1542,1542,974.734,22.796,0.290,1462,1480,516,549,40,50,1470.891,530.633,44.093
5890,344,344,407.759,16.926,0.197,2042,2048,579,606,38,48,2046.116,591.887,42.424
5891,1299,1299,1166.435,34.404,0.120,2041,2048,606,668,37,48,2045.603,640.002,42.089
5892,5803,5803,2655.726,43.229,0.203,684,734,708,745,38,53,706.601,722.846,45.126
5893,185,185,233.763,10.805,0.303,2040,2048,953,969,39,44,2045.086,959.303,40.800
5894,190,190,213.636,10.152,0.419,2042,2048,1281,1294,38,48,2045.742,1285.968,42.263
5895,496,496,380.756,12.559,0.504,1600,1615,1545,1562,38,47,1606.230,1553.984,42.012
5896,198,198,191.007,8.290,0.636,1031,1039,1614,1623,40,48,1033.510,1617.737,42.843
5897,4905,4905,1752.337,28.503,0.506,1746,1775,1675,1703,37,58,1759.246,1688.663,47.174
5898,894,894,589.390,16.669,0.441,1315,1336,1984,2002,38,48,1324.790,1992.130,42.534
5900,75,75,99.248,6.362,0.651,1710,1717,65,72,42,47,1712.973,68.267,44.013
5901,349,349,424.070,17.417,0.181,1466,1495,76,86,40,46,1477.562,80.765,42.524
5902,1274,1274,755.913,17.812,0.425,2026,2046,127,147,40,51,2036.670,136.691,45.607
5903,188858,188858,31265.266,117.843,0.132,14,152,156,300,39,61,92.111,222.926,52.997
5904,765,765,728.485,23.393,0.171,1349,1388,192,205,41,47,1366.908,198.486,43.610
5905,468,468,462.141,15.884,0.251,251,261,199,223,37,47,254.712,212.759,42.731
